Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
"$1 to $9,999",B08119_020,"Transportation Mode: Car, truck, or van - carpooled",American Community Survey,acs/acs5,B08119_020,2022,2020,tract
"$1 to $9,999",B08119_011,"Transportation Mode: Car, truck, or van - drove alone",American Community Survey,acs/acs5,B08119_011,2022,2020,tract
"$1 to $9,999",B08119_029,Transportation Mode: Public transportation (excluding taxicab),American Community Survey,acs/acs5,B08119_029,2022,2020,tract
"$1 to $9,999",B08119_047,"Transportation Mode: Taxicab, motorcycle, bicycle, or other means",American Community Survey,acs/acs5,B08119_047,2022,2020,tract
"$1 to $9,999",B08119_038,Transportation Mode: Walked,American Community Survey,acs/acs5,B08119_038,2022,2020,tract
"$1 to $9,999",B08119_056,Transportation Mode: Worked from home,American Community Survey,acs/acs5,B08119_056,2022,2020,tract
"$10,000 to $14,999",B19001_003,Household Income,American Community Survey,acs/acs5,B19001_003,2022,2020,tract
"$10,000 to $14,999",B08119_021,"Transportation Mode: Car, truck, or van - carpooled",American Community Survey,acs/acs5,B08119_021,2022,2020,tract
"$10,000 to $14,999",B08119_012,"Transportation Mode: Car, truck, or van - drove alone",American Community Survey,acs/acs5,B08119_012,2022,2020,tract
"$10,000 to $14,999",B08119_030,Transportation Mode: Public transportation (excluding taxicab),American Community Survey,acs/acs5,B08119_030,2022,2020,tract
"$10,000 to $14,999",B08119_048,"Transportation Mode: Taxicab, motorcycle, bicycle, or other means",American Community Survey,acs/acs5,B08119_048,2022,2020,tract
"$10,000 to $14,999",B08119_039,Transportation Mode: Walked,American Community Survey,acs/acs5,B08119_039,2022,2020,tract
"$10,000 to $14,999",B08119_057,Transportation Mode: Worked from home,American Community Survey,acs/acs5,B08119_057,2022,2020,tract
"$100,000 to $124,999",B19001_014,Household Income,American Community Survey,acs/acs5,B19001_014,2022,2020,tract
"$125,000 to $149,999",B19001_015,Household Income,American Community Survey,acs/acs5,B19001_015,2022,2020,tract
