Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied: Householder 25 To 34 Years,B25007_004,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_004,2021,2020,tract
Owner Occupied: Householder 35 To 44 Years,B25007_005,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_005,2021,2020,tract
Owner Occupied: Householder 45 To 54 Years,B25007_006,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_006,2021,2020,tract
Owner Occupied: Householder 55 To 59 Years,B25007_007,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_007,2021,2020,tract
Owner Occupied: Householder 60 To 64 Years,B25007_008,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_008,2021,2020,tract
Owner Occupied: Householder 65 To 74 Years,B25007_009,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_009,2021,2020,tract
Owner Occupied: Householder 75 To 84 Years,B25007_010,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_010,2021,2020,tract
Owner Occupied: Householder 85 Years And Over,B25007_011,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_011,2021,2020,tract
Renter Occupied: Total,B25007_012,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_012,2021,2020,tract
Renter Occupied: Householder 15 To 24 Years,B25007_013,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_013,2021,2020,tract
