Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Speak Only English (18 to 64),B16004_025,Language,American Community Survey,acs/acs5,B16004_025,2022,2020,tract
Speak Only English (5 to 17),B16004_003,Language,American Community Survey,acs/acs5,B16004_003,2022,2020,tract
Speak Only English (65 years and over),B16004_047,Language,American Community Survey,acs/acs5,B16004_047,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not at  All""  (18 to 64)",B16004_035,Language,American Community Survey,acs/acs5,B16004_035,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not at  All""  (5 to 17)",B16004_013,Language,American Community Survey,acs/acs5,B16004_013,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not at  All""  (65 years and over)",B16004_057,Language,American Community Survey,acs/acs5,B16004_057,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not Well""  (18 to 64)",B16004_034,Language,American Community Survey,acs/acs5,B16004_034,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not Well""  (5 to 17)",B16004_012,Language,American Community Survey,acs/acs5,B16004_012,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not Well""  (65 years and over)",B16004_056,Language,American Community Survey,acs/acs5,B16004_056,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Very Well""  (18 to 64)",B16004_032,Language,American Community Survey,acs/acs5,B16004_032,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Very Well""  (5 to 17)",B16004_010,Language,American Community Survey,acs/acs5,B16004_010,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Very Well""  (65 years and over)",B16004_054,Language,American Community Survey,acs/acs5,B16004_054,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Well""  (18 to 64)",B16004_033,Language,American Community Survey,acs/acs5,B16004_033,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Well""  (5 to 17)",B16004_011,Language,American Community Survey,acs/acs5,B16004_011,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Well""  (65 years and over)",B16004_055,Language,American Community Survey,acs/acs5,B16004_055,2022,2020,tract
"Speak other languages - Speak English ""Not at  All""  (18 to 64)",B16004_045,Language,American Community Survey,acs/acs5,B16004_045,2022,2020,tract
"Speak other languages - Speak English ""Not at  All""  (5 to 17)",B16004_023,Language,American Community Survey,acs/acs5,B16004_023,2022,2020,tract
"Speak other languages - Speak English ""Not at  All""  (65 years and over)",B16004_067,Language,American Community Survey,acs/acs5,B16004_067,2022,2020,tract
"Speak other languages - Speak English ""Not Well""  (18 to 64)",B16004_044,Language,American Community Survey,acs/acs5,B16004_044,2022,2020,tract
