Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Total population:  Not Hispanic or Latino; White alone,B03002_003,Race,American Community Survey,acs/acs5,B03002_003,2022,2020,block group
Total population:  Not Hispanic or Latino; Black or African American alone,B03002_004,Race,American Community Survey,acs/acs5,B03002_004,2022,2020,block group
Total population:  Not Hispanic or Latino; American Indian and Alaska Native alone,B03002_005,Race,American Community Survey,acs/acs5,B03002_005,2022,2020,block group
Total population:  Not Hispanic or Latino; Asian alone,B03002_006,Race,American Community Survey,acs/acs5,B03002_006,2022,2020,block group
Total population:  Not Hispanic or Latino; Native Hawaiian and Other Pacific Islander alone,B03002_007,Race,American Community Survey,acs/acs5,B03002_007,2022,2020,block group
Total population:  Not Hispanic or Latino; Some other race alone,B03002_008,Race,American Community Survey,acs/acs5,B03002_008,2022,2020,block group
Total population:  Not Hispanic or Latino; Two or more races,B03002_009,Race,American Community Survey,acs/acs5,B03002_009,2022,2020,block group
Total population:  Hispanic or Latino,B03002_012,Race,American Community Survey,acs/acs5,B03002_012,2022,2020,block group
Language Spoken at Home Total,B16004_001,Language,American Community Survey,acs/acs5,B16004_001,2022,2020,block group
Language Spoken at Home Total (5 to 17),B16004_002,Language,American Community Survey,acs/acs5,B16004_002,2022,2020,block group
Speak Only English (5 to 17),B16004_003,Language,American Community Survey,acs/acs5,B16004_003,2022,2020,block group
Speak Spanish Total (5 to 17),B16004_004,Language,American Community Survey,acs/acs5,B16004_004,2022,2020,block group
"Speak Spanish - Speak English ""Very Well""  (5 to 17)",B16004_005,Language,American Community Survey,acs/acs5,B16004_005,2022,2020,block group
"Speak Spanish - Speak English ""Well""  (5 to 17)",B16004_006,Language,American Community Survey,acs/acs5,B16004_006,2022,2020,block group
"Speak Spanish - Speak English ""Not Well""  (5 to 17)",B16004_007,Language,American Community Survey,acs/acs5,B16004_007,2022,2020,block group
"Speak Spanish - Speak English ""Not at  All""  (5 to 17)",B16004_008,Language,American Community Survey,acs/acs5,B16004_008,2022,2020,block group
"Speak other Indo-European languages - Speak English ""Very Well""  (5 to 17)",B16004_010,Language,American Community Survey,acs/acs5,B16004_010,2022,2020,block group
"Speak other Indo-European languages - Speak English ""Well""  (5 to 17)",B16004_011,Language,American Community Survey,acs/acs5,B16004_011,2022,2020,block group
"Speak other Indo-European languages - Speak English ""Not Well""  (5 to 17)",B16004_012,Language,American Community Survey,acs/acs5,B16004_012,2022,2020,block group
"Speak other Indo-European languages - Speak English ""Not at  All""  (5 to 17)",B16004_013,Language,American Community Survey,acs/acs5,B16004_013,2022,2020,block group
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (5 to 17)",B16004_015,Language,American Community Survey,acs/acs5,B16004_015,2022,2020,block group
"Speak Asian and Pacific Island languages - Speak English ""Well""  (5 to 17)",B16004_016,Language,American Community Survey,acs/acs5,B16004_016,2022,2020,block group
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (5 to 17)",B16004_017,Language,American Community Survey,acs/acs5,B16004_017,2022,2020,block group
