Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Employment (Total Population Included),B19052_001,Employment,American Community Survey,acs/acs5,B19052_001,2021,2020,tract
With wage or salary income,B19052_002,Employment,American Community Survey,acs/acs5,B19052_002,2021,2020,tract
No wage or salary income,B19052_003,Employment,American Community Survey,acs/acs5,B19052_003,2021,2020,tract
"$10,000 to $14,999",B19001_003,Household Income,American Community Survey,acs/acs5,B19001_003,2021,2020,tract
"$15,000 to $19,999",B19001_004,Household Income,American Community Survey,acs/acs5,B19001_004,2021,2020,tract
"$20,000 to $24,999",B19001_005,Household Income,American Community Survey,acs/acs5,B19001_005,2021,2020,tract
"$25,000 to $29,999",B19001_006,Household Income,American Community Survey,acs/acs5,B19001_006,2021,2020,tract
"$30,000 to $34,999",B19001_007,Household Income,American Community Survey,acs/acs5,B19001_007,2021,2020,tract
"$35,000 to $39,999",B19001_008,Household Income,American Community Survey,acs/acs5,B19001_008,2021,2020,tract
"$40,000 to $44,999",B19001_009,Household Income,American Community Survey,acs/acs5,B19001_009,2021,2020,tract
"$45,000 to $49,999",B19001_010,Household Income,American Community Survey,acs/acs5,B19001_010,2021,2020,tract
"$50,000 to $59,999",B19001_011,Household Income,American Community Survey,acs/acs5,B19001_011,2021,2020,tract
"$60,000 to $74,999",B19001_012,Household Income,American Community Survey,acs/acs5,B19001_012,2021,2020,tract
"$75,000 to $99,999",B19001_013,Household Income,American Community Survey,acs/acs5,B19001_013,2021,2020,tract
"$100,000 to $124,999",B19001_014,Household Income,American Community Survey,acs/acs5,B19001_014,2021,2020,tract
"$125,000 to $149,999",B19001_015,Household Income,American Community Survey,acs/acs5,B19001_015,2021,2020,tract
"$150,000 to $199,999",B19001_016,Household Income,American Community Survey,acs/acs5,B19001_016,2021,2020,tract
"$200,000 or more",B19001_017,Household Income,American Community Survey,acs/acs5,B19001_017,2021,2020,tract
"Less than $10,000",B19001_002,Household Income,American Community Survey,acs/acs5,B19001_002,2021,2020,tract
Median Household Income,B06011_001,Income (Median),American Community Survey,acs/acs5,B06011_001,2021,2020,tract
Total Household Income,B19001_001,Income (Median),American Community Survey,acs/acs5,B19001_001,2021,2020,tract
Median home value,B25075_001,Home Value (Median),American Community Survey,acs/acs5,B25075_001,2021,2020,tract
Median Gross Rent,B25063_001,Demographic,American Community Survey,acs/acs5,B25063_001,2021,2020,tract
Less than 10%,B25070_002,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_002,2021,2020,tract
10-14.9%,B25070_003,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_003,2021,2020,tract
15-19.9%,B25070_004,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_004,2021,2020,tract
20-24.9%,B25070_005,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_005,2021,2020,tract
25-29.9%,B25070_006,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_006,2021,2020,tract
30-34.9%,B25070_007,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_007,2021,2020,tract
35-39.9%,B25070_008,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_008,2021,2020,tract
40-49.9%,B25070_009,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_009,2021,2020,tract
Over 50%,B25070_010,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_010,2021,2020,tract
Not Computed,B25070_011,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_011,2021,2020,tract
Total,B08008_001,Workers by Place of Work,American Community Survey,acs/acs5,B08008_001,2021,2020,tract
Living in a place,B08008_002,Workers by Place of Work,American Community Survey,acs/acs5,B08008_002,2021,2020,tract
Living in a place: Worked in place of residence,B08008_003,Workers by Place of Work,American Community Survey,acs/acs5,B08008_003,2021,2020,tract
Living in a place: Worked outside place of residence,B08008_004,Workers by Place of Work,American Community Survey,acs/acs5,B08008_004,2021,2020,tract
Not living in a place,B08008_005,Workers by Place of Work,American Community Survey,acs/acs5,B08008_005,2021,2020,tract
Hispanic or Latino,B03002_012,Demographic,American Community Survey,acs/acs5,B03002_012,2021,2020,tract
White (Not Hispanic),B03002_003,Demographic,American Community Survey,acs/acs5,B03002_003,2021,2020,tract
Black or African American (Not Hispanic),B03002_004,Demographic,American Community Survey,acs/acs5,B03002_004,2021,2020,tract
American Indian and Alaska Native (Not Hispanic),B03002_005,Demographic,American Community Survey,acs/acs5,B03002_005,2021,2020,tract
Asian (Not Hispanic),B03002_006,Demographic,American Community Survey,acs/acs5,B03002_006,2021,2020,tract
Native Hawaiian and Other Pacific Islander (Not Hispanic),B03002_007,Demographic,American Community Survey,acs/acs5,B03002_007,2021,2020,tract
Some Other Race (Not Hispanic),B03002_008,Demographic,American Community Survey,acs/acs5,B03002_008,2021,2020,tract
Two or More Races (Not Hispanic),B03002_009,Demographic,American Community Survey,acs/acs5,B03002_009,2021,2020,tract
Language Spoken at Home Total,B16004_001,Language,American Community Survey,acs/acs5,B16004_001,2021,2020,tract
Language Spoken at Home Total (5 to 17),B16004_002,Language,American Community Survey,acs/acs5,B16004_002,2021,2020,tract
Speak Only English (5 to 17),B16004_003,Language,American Community Survey,acs/acs5,B16004_003,2021,2020,tract
Speak Spanish Total (5 to 17),B16004_004,Language,American Community Survey,acs/acs5,B16004_004,2021,2020,tract
